"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","Current Price","List Price","HOA Fee","Building Name","Lot Size Acres","Main Level Bedrooms","Main Level Full Baths","Main Level Half Baths","Municipality","Pool","Price/SqFt","RATIO Close Price By List Price","RATIO Close Price By Original List Price","Selling Office Name","Total SQFT","Year Built","Zip Code","Legal Subdivision","Age","Original List Price","Above Grade Finished SQFT","DOM","List Agent Full Name","Selling Agent Full Name","List Office Name"
"1004260233","RES","CLS","818 Rivergate Pl","Alexandria","Alexandria City, VA","3","4/1","Interior Row/Townhouse","01/31/18","$1,119,000","$1,119,000.00","$598.95","RIVERGATE","0.04","0","0","1","","No Pool","$508.17","1.00000","1.00000","Samson Properties","3,274","1995","22314","RIVERGATE","27","$1,119,000","2,202","13","Scott S Fortney","Richard M Mountjoy Jr.","Fortney Fine Properties, LLC (FRFP1)"
"1000082711","RES","CLS","555 Washington St #101","Alexandria","Alexandria City, VA","3","2/1","Unit/Flat/Apartment","01/31/18","$975,000","$999,000.00","","GENERAL WASHINGTON CLUB","","0","0","1","","No Pool","$403.56","0.97598","0.97598","Long & Foster Real Estate, Inc.","2,912","2008","22314","GENERAL WASHINGTON CLUB","14","$999,000","2,416","141","Christopher J White","Kathleen L Ryan","Long & Foster Real Estate, Inc. (LNG183)"
"1001004995","RES","CLS","837 Alfred St N","Alexandria","Alexandria City, VA","3","3/1","End of Row/Townhouse","02/02/18","$974,250","$979,000.00","$100.00","OLD TOWN COMMONS","0.02","0","0","1","","No Pool","$443.24","0.99515","0.95985","Pearson Smith Realty, LLC","2,198","2012","22314","","10","$1,015,000","2,198","107","Mary Ashley Zimmermann","Alexander J Bracke","McEnearney Associates, Inc. (MCE1)"
"1001005201","RES","CLS","53 Skyhill Rd #302","Alexandria","Alexandria City, VA","3","1/1","Unit/Flat/Apartment","02/06/18","$282,500","$282,500.00","","SEMINARY WALK","","3","1","1","","No Pool","$255.66","1.00000","0.97447","Pearson Smith Realty, LLC","1,105","1959","22314","SEMINARY WALK","63","$289,900","1,105","92","Julie M Nesbitt","Jennifer Mack","Nesbitt Realty (CNOA1)"
"1004344009","RES","CLS","1109 Pitt St #2B","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","02/09/18","$325,000","$325,000.00","","CANAL PLACE","","1","1","0","","Yes - Community","$520.83","1.00000","1.00000","Fairfax Realty, Inc.","624","1944","22314","CANAL PLACE","78","$325,000","624","15","Charles C Rose","Carol M Usher","Long & Foster Real Estate, Inc. (LNG81)"
"1003765507","RES","CLS","815 Patrick St N #305","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","02/09/18","$355,000","$359,900.00","","OLD TOWN COMMONS","","1","1","0","","No Pool","$495.12","0.98639","0.95972","Compass","717","2013","22314","","9","$369,900","717","74","Cynthia L Clemmer","David Wolfe","McEnearney Associates, Inc. (MCE1)"
"1004183403","RES","CLS","1724 Abingdon Dr W #102","Alexandria","Alexandria City, VA","2","1/1","Unit/Flat/Apartment","02/09/18","$270,000","$275,000.00","","POTOWMACK CROSSING","","2","1","1","","Yes - Community","$329.67","0.98182","0.98182","Keller Williams Realty","819","1942","22314","POTOWMACK CROSSING","80","$275,000","819","51","Amanda P Jones","Lenwood A Johnson","Long & Foster Real Estate, Inc. (LNG79)"
"1004263527","RES","CLS","207 Skyhill Rd #7","Alexandria","Alexandria City, VA","2","1/0","Unit/Flat/Apartment","02/09/18","$265,000","$274,000.00","","SEMINARY WALK","","2","1","0","","No Pool","$301.48","0.96715","0.95324","Neighborhood Real Estate, LLC.","879","1959","22314","SEMINARY WALK","63","$278,000","879","20","Amber Williams","Launa A Klimowicz","Sweet Homes America Incorporated (SWEETH1)"
"1001713853","RES","CLS","2181 Jamieson Ave #1010","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","02/09/18","$500,000","$520,000.00","","CARLYLE TOWERS","","2","2","0","","Yes - Community, Yes - Personal","$429.18","0.96154","0.95238","EXP Realty, LLC.","1,259","2001","22314","","21","$525,000","1,165","90","Marie Meyer","Brenda R Stone","Coldwell Banker Residential Brokerage (CBRB54)"
"1004154397","RES","CLS","406 Pitt St S","Alexandria","Alexandria City, VA","2","3/0","Interior Row/Townhouse","02/09/18","$1,075,000","$1,075,000.00","","","0.04","0","0","0","","No Pool","$826.92","1.00000","0.97816","Coldwell Banker Realty","2,095","1928","22314","","94","$1,099,000","1,300","55","Sharon Wildberger","Julia A Seys Llewellyn","TTR Sotheby's International Realty (TTRS6)"
"1004320503","RES","CLS","607 N. Henry St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","02/09/18","$899,990","$899,990.00","$147.00","SLADE","0.02","0","0","1","","No Pool","$421.34","1.00000","1.00110","Weichert, REALTORS","2,136","2017","22314","","5","$899,000","2,136","9","Roger A Cornell","Dawn Smith Gurganus","McWilliams/Ballard Inc. (MCWB1)"
"1000082179","RES","CLS","708 Lee St S","Alexandria","Alexandria City, VA","4","4/1","Detached","02/09/18","$1,199,000","$1,199,900.00","","","0.04","0","0","1","","No Pool","$444.07","0.99925","0.79933","TTR Sotheby's International Realty","2,700","1999","22314","","23","$1,500,000","2,700","165","Frank L Prindle","Sharon Wildberger","RE/MAX Allegiance (RMAX128)"
"1004478913","RES","CLS","1115 Cameron St #210","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","02/12/18","$615,000","$610,000.00","$0.00","THE PRESCOTT","","2","2","0","","No Pool","$532.47","1.00820","1.00820","Long & Foster Real Estate, Inc.","1,155","2007","22314","THE PRESCOTT","15","$610,000","1,155","4","Christine A Hopkins","Kristen E Hopkins","Advon Real Estate, LLC (ADVNR1)"
"1001005411","RES","CLS","1620 Abingdon Dr #303","Alexandria","Alexandria City, VA","2","1/1","Unit/Flat/Apartment","02/13/18","$275,000","$275,000.00","","POTOWMACK CROSSI","","2","1","1","","Yes - Community","$312.86","1.00000","0.95819","RE/MAX Town Center","879","1942","22314","POTOWMACK CROSSING","80","$287,000","879","105","Pat F Cunningham","Sandra A Watson","Coldwell Banker Realty (CBRB45)"
"1004451627","RES","CLS","712 Pitt St S","Alexandria","Alexandria City, VA","2","2/0","Twin/Semi-Detached","02/14/18","$775,000","$785,000.00","","YATES GARDENS","0.08","0","0","0","","No Pool","","0.98726","0.98726","Berkshire Hathaway HomeServices PenFed Realty","","1939","22314","YATES GARDENS","83","$785,000","","5","Janet Kernan","Gregory L Beeker","Keller Williams Realty Dulles (KWR77)"
"VAAX193040","RES","CLS","2121 Jamieson Ave #810","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","02/14/18","$380,000","$380,000.00","","","0.00","1","1","","","No Pool","$506.67","1.00000","1.00000","Metropolitan Regional Information Systems, Inc.","750","1997","22314","","25","$380,000","750","0","Bethany Stalder","Non Member","KW Metro Center (KWR19)"
"1004504465","RES","CLS","813 Green St","Alexandria","Alexandria City, VA","2","2/1","Interior Row/Townhouse","02/14/18","$640,000","$650,000.00","","","0.03","","","","","No Pool","$634.92","0.98462","0.98477","Weichert, REALTORS","1,258","1940","22314","HUNTING CREEK","82","$649,900","1,008","12","Ana Lucia Ron","Janet A Callander","ANR Realty, LLC (ANRR1)"
"1004506739","RES","CLS","1029 Pitt St N","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","02/14/18","$639,000","$639,000.00","","WATERGATE OF ALE","","0","0","1","","No Pool","$483.72","1.00000","1.00000","Keller Williams Capital Properties","1,321","1977","22314","WATERGATE OF ALEXANDRIA","45","$639,000","1,321","2","Christie Abramovic","Karen L McGavin","TTR Sotheby's International Realty (TTRS6)"
"1004335879","RES","CLS","714 Carpenter Rd","Alexandria","Alexandria City, VA","3","2/2","End of Row/Townhouse","02/14/18","$826,000","$830,000.00","$180.00","","0.02","0","0","1","","No Pool","$405.10","0.99518","0.99518","TTR Sotheby's International Realty","2,039","2006","22314","POTOMAC GREENS","16","$830,000","2,039","19","Sheryl F Lambson","Nancy Perkins","Long & Foster Real Estate, Inc. (LNG183)"
"1004417737","RES","CLS","1634 Abingdon Dr #302","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","02/15/18","$215,000","$215,000.00","","POTOWMACK CROSSI","","1","1","0","","Yes - Community, Yes - Personal","$352.46","1.00000","1.00000","Compass","610","1942","22314","POTOWMACK CROSSING","80","$215,000","610","7","Laurel W Conger","Camilo A Bermudez","McEnearney Associates, Inc. (MCE1)"
"1004479857","RES","CLS","320 West St #303","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","02/15/18","$692,000","$699,000.00","","DUKE CONDOMINIUM","","2","2","0","","No Pool","$464.12","0.98999","0.98999","Keller Williams Capital Properties","1,491","2010","22314","DUKE CONDOMINIUM","12","$699,000","1,491","11","Kyung H Soung","Yizreel M Urquijo","Giant Realty, Inc. (NSRI1)"
"1002246021","RES","CLS","415 Oronoco St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","02/15/18","$910,000","$939,900.00","$174.00","","0.02","0","0","1","","No Pool","$437.50","0.96819","0.96819","TTR Sotheby's International Realty","2,441","2005","22314","CHATHAM SQUARE","17","$939,900","2,080","84","Kerry A Adams","Kerry A Adams","TTR Sotheby's International Realty (TTRS6)"
"1004152593","RES","CLS","543 Colecroft Ct","Alexandria","Alexandria City, VA","2","2/0","Interior Row/Townhouse","02/16/18","$419,000","$419,900.00","$87.00","COLECROFT","","2","2","0","","No Pool","$493.52","0.99786","0.98611","RE/MAX Gateway","849","1987","22314","COLECROFT","35","$424,900","849","53","Maria C Sison","MONIQUE LANGEVIN","Compass (COMPS6)"
"1004418449","RES","CLS","922 Washington St S #111","Alexandria","Alexandria City, VA","2","1/0","Unit/Flat/Apartment","02/16/18","$343,000","$345,000.00","","BEARINGS SOUTH","","2","1","0","","No Pool","$398.37","0.99420","0.99420","Redfin Corp","861","1941","22314","BEARINGS SOUTH","81","$345,000","861","16","Frederick N Smith","Mehrnaz Bazargan","Weichert, REALTORS (WEI58)"
"1004387677","RES","CLS","1111 Oronoco St #439","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","02/16/18","$457,300","$459,000.00","","THE MONARCH","","1","1","0","","No Pool","$494.38","0.99630","0.99630","RE/MAX Premier","925","2008","22314","THE MONARCH","14","$459,000","925","12","Whitney Minnich","Kathryn L Sparks","Century 21 Redwood Realty (RDWG7)"
"1004409637","RES","CLS","800 Saint Asaph St S #401","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","02/16/18","$400,000","$410,000.00","$0.00","ST ASAPH SQUARE","","1","1","0","","Yes - Community","$404.04","0.97561","0.97561","Weichert, REALTORS","990","1982","22314","ST ASAPH SQUARE","40","$410,000","990","18","Carol S Feinthel","Jennifir L Birtwhistle","McEnearney Associates, Inc. (MCE1)"
"1004435293","RES","CLS","1028 Royal St","Alexandria","Alexandria City, VA","2","2/0","Interior Row/Townhouse","02/16/18","$585,000","$585,000.00","","WATERGATE OF ALE","","0","0","0","","No Pool","$514.51","1.00000","1.00000","McEnearney Associates, Inc.","1,137","1977","22314","WATERGATE OF ALEXANDRIA","45","$585,000","1,137","3","Patricia E Licata","Jodie A Burns","Keller Williams Capital Properties (KWCP7)"
"1005041139","RES","CLS","900 Washington St N #405E","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","02/16/18","$660,000","$660,000.00","","NORTH WASHINGTON","","2","2","0","","No Pool","$525.90","1.00000","1.00000","The ONE Street Company","1,255","2009","22314","NORTH WASHINGTON ST COND","13","$660,000","1,255","4","Holly Beville","Elisabeth I Lin","McEnearney Associates, Inc. (MCE1)"
"1004933571","RES","CLS","319 Alfred St N","Alexandria","Alexandria City, VA","3","1/1","Detached","02/16/18","$774,000","$774,000.00","","","0.05","0","0","1","","No Pool","$464.03","1.00000","1.00000","McEnearney Associates, Inc.","2,352","1920","22314","","102","$774,000","1,668","9","Tonya M Nelson","Delaine Campbell","Redfin Corporation (REFC1)"
"1004256667","RES","CLS","1300-C Duke St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","02/16/18","$815,000","$824,900.00","","DUKE CONDOMINIUM","","0","0","1","","No Pool","$420.97","0.98800","0.97035","Move4Free Realty, LLC","1,936","2010","22314","DUKE CONDOMINIUM","12","$839,900","1,936","44","Ahmed Nadim","Giovanni SantaAna","SquareSold LLC (SQSD1)"
"1004139425","RES","CLS","1020 Oronoco St","Alexandria","Alexandria City, VA","4","3/1","Interior Row/Townhouse","02/16/18","$895,000","$899,900.00","","","0.04","0","0","1","","No Pool","$438.73","0.99455","0.95223","TTR Sotheby's International Realty","2,040","2002","22314","","20","$939,900","2,040","68","Sue S Goodhart","VLADIMIR DALLENBACH","McEnearney Associates, Inc. (MCE1)"
"1004149745","RES","CLS","1100 Quaker Hill Dr #3","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","02/20/18","$267,500","$268,000.00","$68.94","QUAKER HILL","","2","2","0","","Yes - Community","$231.20","0.99813","0.97273","Berkshire Hathaway HomeServices PenFed Realty","1,157","1991","22314","QUAKER HILL","31","$275,000","1,157","42","Noel Kaupinen","Jason R Secrest","McEnearney Associates, Inc. (MCE1)"
"1005198569","RES","CLS","1316 Prince St","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","02/20/18","$969,000","$959,900.00","$420.00","","0.05","3","0","1","","No Pool","$425.00","1.00948","1.00948","RE/MAX Allegiance","2,280","1904","22314","","118","$959,900","2,280","4","Jennifer L Walker","Vanessa Alexis Daniel","McEnearney Associates, Inc. (MCE1)"
"1003975413","RES","CLS","1100 Quaker Hill Dr #205","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","02/21/18","$245,000","$245,000.00","","QUAKER HILL","","2","2","0","","Yes - Community, Yes - Personal","$254.41","1.00000","0.94231","KW Metro Center","963","1991","22314","QUAKER HILL","31","$260,000","963","83","Martha Fisseha","OLIVIA ADAMS","Proplocate Realty (PROL1)"
"1004147279","RES","CLS","103 Skyhill Rd #8","Alexandria","Alexandria City, VA","2","1/0","Unit/Flat/Apartment","02/21/18","$235,000","$245,000.00","","SEMINARY WALK","","2","1","0","","No Pool","$240.04","0.95918","0.95918","Liberty Properties","1,958","1959","22314","SEMINARY WALK","63","$245,000","979","45","Alex Fernandez","James T Zelaska","Epic Realty, LLC. (EPIC1)"
"1001004891","RES","CLS","207 Gibbon St","Alexandria","Alexandria City, VA","4","4/0","End of Row/Townhouse","02/21/18","$1,400,000","$1,499,000.00","","","0.04","0","0","0","","No Pool","$716.11","0.93396","0.87774","McEnearney Associates, Inc.","2,431","1820","22314","","202","$1,595,000","1,955","133","Christine R Garner","Lauren A Bishop","Weichert, REALTORS (WEI58)"
"1000083185","RES","CLS","608 Saint Asaph St","Alexandria","Alexandria City, VA","4","4/1","Twin/Semi-Detached","02/21/18","$1,950,000","$1,995,000.00","$0.00","","0.05","0","0","1","","No Pool","$505.05","0.97744","0.92857","Washington Fine Properties, LLC","3,861","1840","22314","","182","$2,100,000","3,861","90","Brett D Rice","Cecelia S Leake","RE/MAX Executives (RMAX203)"
"1000082113","RES","CLS","318 Prince St #5","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","02/23/18","$631,000","$650,000.00","","PRINCE STREET CLUB","","0","0","0","","No Pool","$555.95","0.97077","0.90791","TTR Sotheby's International Realty","1,135","1880","22314","PRINCE STREET CLUB","142","$695,000","1,135","233","Barbara G Beckwith","Phyllis G Patterson","McEnearney Associates, Inc. (MCE1)"
"1000083385","RES","CLS","931 Alfred St N","Alexandria","Alexandria City, VA","4","3/1","Interior Row/Townhouse","02/23/18","$845,000","$869,000.00","$105.00","","0.02","0","0","1","","No Pool","$453.33","0.97238","0.92350","Century 21 Redwood Realty","1,864","2013","22314","","9","$915,000","1,864","146","Phyllis G Patterson","Joshua Chapman","TTR Sotheby's International Realty (TTRS6)"
"1004070907","RES","CLS","210 Alfred St N","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","02/23/18","$855,000","$885,000.00","","","0.05","0","0","1","","No Pool","$421.81","0.96610","0.95106","Compass","2,027","1830","22314","","192","$899,000","2,027","91","Eman Othman","Shane M Reeder","Redfin Corporation (REFC1)"
"1004241421","RES","CLS","310 Vassar Rd","Alexandria","Alexandria City, VA","4","2/0","Detached","02/23/18","$735,000","$770,000.00","","","0.24","2","1","0","","No Pool","$323.08","0.95455","0.91990","Long & Foster Real Estate, Inc.","2,275","1961","22314","CLOVER","61","$799,000","2,275","48","Karisue M Wyson","Michael C Manuel","McEnearney Associates, Inc. (MCE1)"
"1001005307","RES","CLS","723 Hawkins Way","Alexandria","Alexandria City, VA","4","3/1","End of Row/Townhouse","02/23/18","$880,000","$899,900.00","$150.00","OLD TOWN GREENS","0.04","0","0","1","","Yes - Community","$270.44","0.97789","0.95756","Long & Foster Real Estate, Inc.","3,254","2000","22314","OLD TOWN GREENS","22","$919,000","3,254","82","Carol S Hermandorfer","Peter J Braun Jr.","Long & Foster Real Estate, Inc. (LNG93)"
"1000082907","RES","CLS","1100 Quaker Hill Dr #326","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","02/26/18","$220,000","$230,000.00","$66.22","QUAKER HILL","","1","1","0","","Yes - Community","$220.88","0.95652","0.95652","Weichert, REALTORS","996","1991","22314","QUAKER HILL","31","$230,000","996","137","Martha P Deal","Diann S Hicks Carlson","Long & Foster Real Estate, Inc. (LNG183)"
"1000083233","RES","CLS","126 Roberts Ln #100","Alexandria","Alexandria City, VA","3","2/0","Unit/Flat/Apartment","02/26/18","$375,000","$379,000.00","$0.00","FORT ELLSWORTH","","","","","","Yes - Community, Yes - Personal","$292.51","0.98945","0.97403","RE/MAX Town Center","1,282","1974","22314","FORT ELLSWORTH","48","$385,000","1,282","95","Cynthia Dickinson Hanley","Jennifer Werner","Weichert, REALTORS (WEI58)"
"1004184519","RES","CLS","1304 Roundhouse Ln #504","Alexandria","Alexandria City, VA","3","2/0","Unit/Flat/Apartment","02/26/18","$638,000","$675,000.00","","OLD TOWN VILLAGE","","3","2","0","","Yes - Community","$391.41","0.94519","0.94519","CENTURY 21 New Millennium","1,630","1997","22314","OLD TOWN VILLAGE","25","$675,000","1,630","40","Valerie C Klotz","Brandy A Glauner","Long & Foster Real Estate, Inc. (LNG183)"
"1004478789","RES","CLS","725 Fords Landing Way","Alexandria","Alexandria City, VA","3","2/0","Interior Row/Townhouse","02/27/18","$925,000","$929,000.00","$196.00","","0.02","0","0","0","","No Pool","","0.99569","0.99569","Long & Foster Real Estate, Inc.","","1998","22314","FORDS LANDING","24","$929,000","","8","Victoria S Kilcullen","Brandy K Buzinski","Long & Foster Real Estate, Inc. (LNG83)"
